"","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","ActivityStartDateTime","ActivityEndDateTime"
"1425","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401399","Sample-Routine","Water","Surface Water",1974-08-20,"15:30:00","EDT",NA,NA,NA,15,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-445809070375800",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",4.6,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-20 19:30:00,NA
"1426","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401412","Sample-Routine","Water","Surface Water",1974-08-14,"11:30:00","EDT",NA,NA,NA,20,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-452843069313700",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",0.5,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-14 15:30:00,NA
"1427","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401222","Sample-Routine","Water","Surface Water",1974-09-03,"10:15:00","EDT",NA,NA,NA,2,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-444126068360600",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",6.1,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-09-03 14:15:00,NA
"1428","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401238","Sample-Routine","Water","Groundwater",1974-06-04,NA,NA,NA,NA,NA,14,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-444219069545801",NA,"Eolian Deposits","Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",1.7,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",NA,NA
"1429","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401035","Sample-Routine","Water","Surface Water",1974-08-27,"11:45:00","EDT",NA,NA,NA,60,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-435600070283800",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",5,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-27 15:45:00,NA
"1430","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401258","Sample-Routine","Water","Surface Water",1974-08-13,"11:10:00","EDT",NA,NA,NA,70,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-444328070045200",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",1.4,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-13 15:10:00,NA
"1431","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401037","Sample-Routine","Water","Surface Water",1974-08-27,"12:15:00","EDT",NA,NA,NA,20,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-435600070283800",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",6.2,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-27 16:15:00,NA
"1432","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401269","Sample-Routine","Water","Surface Water",1974-08-13,"10:00:00","EDT",NA,NA,NA,114,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-444417070052100",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",1.1,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-13 14:00:00,NA
"1433","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401077","Sample-Routine","Water","Surface Water",1974-08-19,"13:15:00","EDT",NA,NA,NA,2,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-435833070295700",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",5.4,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-19 17:15:00,NA
"1434","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401272","Sample-Routine","Water","Surface Water",1974-08-13,"11:30:00","EDT",NA,NA,NA,20,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-444417070052100",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",1.5,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-13 15:30:00,NA
"1435","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401128","Sample-Routine","Water","Surface Water",1974-08-26,"10:50:00","EDT",NA,NA,NA,15,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-442605070123500",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",7.5,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-26 14:50:00,NA
"1436","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401417","Sample-Routine","Water","Surface Water",1974-08-14,"16:30:00","EDT",NA,NA,NA,18.5,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-452951069293900",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",0.4,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-14 20:30:00,NA
"1437","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401418","Sample-Routine","Water","Surface Water",1974-08-14,"16:45:00","EDT",NA,NA,NA,2,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-452951069293900",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",0.4,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-14 20:45:00,NA
"1438","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401422","Sample-Routine","Water","Surface Water",1974-08-14,"15:45:00","EDT",NA,NA,NA,2,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-453023069290300",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",0.4,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-14 19:45:00,NA
"1439","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401435","Sample-Routine","Water","Surface Water",1974-08-21,"12:15:00","EDT",NA,NA,NA,115,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-454045067482100",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",5,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-21 16:15:00,NA
"1440","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401438","Sample-Routine","Water","Surface Water",1974-08-21,"13:30:00","EDT",NA,NA,NA,2,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-454449067472800",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",2,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-21 17:30:00,NA
"1441","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401439","Sample-Routine","Water","Surface Water",1974-08-21,"13:40:00","EDT",NA,NA,NA,25,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-454449067472800",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",1.4,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-21 17:40:00,NA
"1442","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401364","Sample-Routine","Water","Surface Water",1974-09-04,"10:30:00","EDT",NA,NA,NA,40,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-445434068002400",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",1.9,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-09-04 14:30:00,NA
"1443","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401371","Sample-Routine","Water","Surface Water",1974-09-04,"11:45:00","EDT",NA,NA,NA,35,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-445447067591600",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",2.8,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-09-04 15:45:00,NA
"1444","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401372","Sample-Routine","Water","Surface Water",1974-09-04,"12:00:00","EDT",NA,NA,NA,30,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-445447067591600",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",3.5,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-09-04 16:00:00,NA
"1445","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401397","Sample-Routine","Water","Surface Water",1974-08-20,"15:00:00","EDT",NA,NA,NA,5,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-445809070375800",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",4.2,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-20 19:00:00,NA
"1446","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401398","Sample-Routine","Water","Surface Water",1974-08-20,"15:15:00","EDT",NA,NA,NA,10,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-445809070375800",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",4.3,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-20 19:15:00,NA
"1447","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401403","Sample-Routine","Water","Surface Water",1974-08-20,"12:15:00","EDT",NA,NA,NA,2,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-445814070334300",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",0.7,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-20 16:15:00,NA
"1448","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401409","Sample-Routine","Water","Surface Water",1974-08-14,"10:30:00","EDT",NA,NA,NA,105,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-452843069313700",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",0.6,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-14 14:30:00,NA
"1449","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401421","Sample-Routine","Water","Surface Water",1974-08-14,"15:30:00","EDT",NA,NA,NA,20,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-453023069290300",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",0.5,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-14 19:30:00,NA
"1450","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401429","Sample-Routine","Water","Surface Water",1974-08-22,"09:15:00","EDT",NA,NA,NA,40,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-453526067443600",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",1,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-22 13:15:00,NA
"1451","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401433","Sample-Routine","Water","Surface Water",1974-08-21,"11:45:00","EDT",NA,NA,NA,40,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-454045067482100",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",1.5,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-21 15:45:00,NA
"1452","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401270","Sample-Routine","Water","Surface Water",1974-08-13,"11:10:00","EDT",NA,NA,NA,70,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-444417070052100",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",1,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-13 15:10:00,NA
"1453","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401271","Sample-Routine","Water","Surface Water",1974-08-13,"11:20:00","EDT",NA,NA,NA,35,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-444417070052100",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",1.5,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-13 15:20:00,NA
"1454","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401456","Sample-Routine","Water","Surface Water",1974-09-10,"11:30:00","EDT",NA,NA,NA,2,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-460153068100300",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",1,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-09-10 15:30:00,NA
"1455","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401273","Sample-Routine","Water","Surface Water",1974-08-13,"11:40:00","EDT",NA,NA,NA,2,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-444417070052100",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",1.3,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-13 15:40:00,NA
"1456","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401274","Sample-Routine","Water","Surface Water",1974-08-12,"12:00:00","EDT",NA,NA,NA,135,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-444428068295200",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",2.5,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-12 16:00:00,NA
"1457","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401257","Sample-Routine","Water","Surface Water",1974-08-13,"11:00:00","EDT",NA,NA,NA,110,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-444328070045200",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",1,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-13 15:00:00,NA
"1458","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401261","Sample-Routine","Water","Surface Water",1974-08-13,"11:40:00","EDT",NA,NA,NA,2,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-444328070045200",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",1.4,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-13 15:40:00,NA
"1459","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401275","Sample-Routine","Water","Surface Water",1974-08-12,"12:10:00","EDT",NA,NA,NA,70,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-444428068295200",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",2.5,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-12 16:10:00,NA
"1460","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401347","Sample-Routine","Water","Surface Water",1974-09-16,"13:15:00","EDT",NA,NA,NA,35,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-445123067585800",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",3.6,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-09-16 17:15:00,NA
"1461","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401365","Sample-Routine","Water","Surface Water",1974-09-04,"10:45:00","EDT",NA,NA,NA,30,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-445434068002400",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",2,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-09-04 14:45:00,NA
"1462","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401346","Sample-Routine","Water","Surface Water",1974-09-16,"13:00:00","EDT",NA,NA,NA,50,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-445123067585800",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",3.5,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-09-16 17:00:00,NA
"1463","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401366","Sample-Routine","Water","Surface Water",1974-09-04,"11:00:00","EDT",NA,NA,NA,2,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-445434068002400",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",3.3,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-09-04 15:00:00,NA
"1464","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401400","Sample-Routine","Water","Surface Water",1974-08-20,"15:45:00","EDT",NA,NA,NA,20,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-445809070375800",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",4.6,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-20 19:45:00,NA
"1465","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401363","Sample-Routine","Water","Surface Water",1974-09-04,"10:15:00","EDT",NA,NA,NA,68,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-445434068002400",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",5.7,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-09-04 14:15:00,NA
"1466","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401404","Sample-Routine","Water","Surface Water",1974-08-20,"12:30:00","EDT",NA,NA,NA,10,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-445814070334300",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",1.2,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-08-20 16:30:00,NA
"1467","USGS-ME","USGS Maine Water Science Center","nwisma.01.97401390","Sample-Routine","Water","Surface Water",1974-09-19,"14:30:00","EDT",NA,NA,NA,20,"feet",NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-445613068474400",NA,NA,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NA,"Chloride","Dissolved",3.8,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",1974-09-19 18:30:00,NA
